block,trial_in_block,condCode,primeType,identity,word,nStandards,isTarget,targetPosition,standardImage,deviantImage,standardTargetImage,deviantTargetImage
1,48,NO,NEGATIVE,OTHER,הַטְרָדָה,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,49,DS,DEATH,SELF,רַעַל,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,50,NS,NEGATIVE,SELF,מֵדוּזָה,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,51,DS,DEATH,SELF,תַכְרִיכִים,3,1,2,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,52,DO,DEATH,OTHER,לְוָיָה,3,1,1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,53,DO,DEATH,OTHER,הֶסְפֵּד,4,1,4,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,54,NS,NEGATIVE,SELF,נְשִׁיכָה,3,1,2,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,55,DS,DEATH,SELF,הִתְאַבְּדוּת,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,56,DS,DEATH,SELF,אֵיידְס,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,57,DO,DEATH,OTHER,טֶבַח,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,58,DO,DEATH,OTHER,גֵיהִנוֹם,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,59,DS,DEATH,SELF,אֵבֶל,5,1,2,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,60,NS,NEGATIVE,SELF,גִילוּי עֲרָיוֹת,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,61,DS,DEATH,SELF,תְמוּתָה,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,62,DS,DEATH,SELF,גִ'יהַאד,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,63,NO,NEGATIVE,OTHER,שׁוֹחַד,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,64,NS,NEGATIVE,SELF,מוּגְלָה,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,65,DO,DEATH,OTHER,מוּמְיָה,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,66,NS,NEGATIVE,SELF,שֶׁקֶר,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,67,NS,NEGATIVE,SELF,גְנֵיבָה,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,68,DO,DEATH,OTHER,מַצֵבָה,3,1,1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,69,NS,NEGATIVE,SELF,סוֹהֵר,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,70,DS,DEATH,SELF,סַרְטָן,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,71,DS,DEATH,SELF,מָוֶת,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,72,DS,DEATH,SELF,נְשָׁמָה,4,1,5,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,73,DO,DEATH,OTHER,דְּוַי,5,1,2,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,74,DO,DEATH,OTHER,מַצֵבָה,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,75,DO,DEATH,OTHER,אַזְכָּרָה,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,76,DS,DEATH,SELF,אוֹבְדָן,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,77,NS,NEGATIVE,SELF,נִיאוּף,5,1,3,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,78,DS,DEATH,SELF,גֵיהִנוֹם,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,79,DS,DEATH,SELF,שְׁכוֹל,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,80,DO,DEATH,OTHER,חֲנִיטָה,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,81,NO,NEGATIVE,OTHER,מַקָק,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,82,NS,NEGATIVE,SELF,גֶּזֶל,5,1,6,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,83,NO,NEGATIVE,OTHER,עֲלוּקָה,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,84,NO,NEGATIVE,OTHER,מוּגְלָה,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,85,NO,NEGATIVE,OTHER,רֶפֶשׁ,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,86,DS,DEATH,SELF,גִ'יהַאד,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,87,DS,DEATH,SELF,אֵבֶל,3,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,88,NS,NEGATIVE,SELF,אֲסִיר,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,89,DO,DEATH,OTHER,תְמוּתָה,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,90,NS,NEGATIVE,SELF,רַעַשׁ,5,1,5,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,91,DS,DEATH,SELF,רַעַל,4,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,92,DS,DEATH,SELF,גְסִיסָה,5,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\self_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,93,DO,DEATH,OTHER,תַכְרִיכִים,4,1,3,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
1,94,NO,NEGATIVE,OTHER,נִיפּוּץ,6,0,-1,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\other_target.png,c:\Users\AvivaLab\code\EEG_experiments\vMMR_EEG_PsychoPy_experiment\stimuli\faces\GenAI_faces\morph50_target.png
